('1235603336.013237', '1235603336.14752')
('1235604525.9788', '1235604525.9854')
('1235604526.01219', '1235604526.001028')
('1235604526.045447', '1235604526.50111')
('1235604526.078827', '1235604526.079165')
('1235604526.112322', '1235604526.110421')
('1235604526.145468', '1235604526.141676')
('1235604526.179107', '1235604526.180745')
('1235604526.212105', '1235604526.219814')
('1235604526.245554', '1235604526.243255')
('1235604526.278732', '1235604526.282324')
('1235604526.312409', '1235604526.313579')
('1235604526.345375', '1235604526.344835')
('1235604526.378762', '1235604526.383904')
('1235604526.412017', '1235604526.415159')
('1235604526.445398', '1235604526.446414')
('1235604526.478655', '1235604526.477669')
('1235604526.512782', '1235604526.508924')
('1235604526.545295', '1235604526.547993')
('1235604526.578698', '1235604526.579248')
('1235604526.611936', '1235604526.610503')
('1235604526.646229', '1235604526.649573')
('1235604526.678576', '1235604526.680828')
('1235604526.711963', '1235604526.712083')
('1235604526.745216', '1235604526.743338')
('1235604526.778602', '1235604526.782407')
('1235604526.811856', '1235604526.813662')
('1235604526.845239', '1235604526.844917')
('1235604526.878496', '1235604526.876173')
('1235604526.911884', '1235604526.915241')
('1235604526.945261', '1235604526.946497')
('1235604526.978523', '1235604526.977752')
('1235604527.011902', '1235604527.009007')
('1235604527.045161', '1235604527.44658')
('1235604527.078542', '1235604527.079331')
('1235604527.111804', '1235604527.110586')
('1235604527.145183', '1235604527.141842')
('1235604527.178445', '1235604527.180911')
('1235604527.211823', '1235604527.212166')
('1235604527.245082', '1235604527.243421')
('1235604527.278463', '1235604527.274676')
('1235604527.311725', '1235604527.313745')
('1235604527.345104', '1235604527.352814')
('1235604527.378356', '1235604527.376256')
('1235604527.411737', '1235604527.415324')
('1235604527.445119', '1235604527.438766')
('1235604527.478381', '1235604527.477835')
('1235604527.511786', '1235604527.516904')
('1235604527.545073', '1235604527.548159')
('1235604527.5784', '1235604527.5716')
('1235604527.611658', '1235604527.610669')
('1235604527.645039', '1235604527.641925')
('1235604527.678331', '1235604527.680994')
('1235604527.711714', '1235604527.712249')
('1235604527.744938', '1235604527.743504')
('1235604527.778321', '1235604527.774759')
('1235604527.811579', '1235604527.813828')
('1235604527.844961', '1235604527.845083')
('1235604527.878222', '1235604527.876338')
('1235604527.911603', '1235604527.915407')
('1235604527.944987', '1235604527.946662')
('1235604527.978704', '1235604527.977918')
('1235604528.011628', '1235604528.12638')
('1235604528.044884', '1235604528.41549')
('1235604528.078268', '1235604528.079497')
('1235604528.111524', '1235604528.110752')
('1235604528.144909', '1235604528.142007')
('1235604528.179413', '1235604528.181076')
('1235604528.21155', '1235604528.18889')
('1235604528.244804', '1235604528.243587')
('1235604528.278189', '1235604528.274842')
('1235604528.311445', '1235604528.313911')
('1235604528.344828', '1235604528.345166')
('1235604528.378105', '1235604528.376421')
('1235604528.411475', '1235604528.407676')
('1235604528.44485', '1235604528.41549')
('1235604528.478105', '1235604528.478001')
('1235604528.511483', '1235604528.509256')
('1235604528.544746', '1235604528.548325')
('1235604528.578123', '1235604528.571766')
('1235604528.611384', '1235604528.610835')
('1235604528.644767', '1235604528.649904')
('1235604528.678023', '1235604528.681159')
('1235604528.711404', '1235604528.712415')
('1235604528.74466', '1235604528.74367')
('1235604528.778047', '1235604528.774925')
('1235604528.811302', '1235604528.813994')
('1235604528.844684', '1235604528.845249')
('1235604528.877943', '1235604528.876504')
('1235604528.911325', '1235604528.907759')
('1235604528.944707', '1235604528.946828')
('1235604528.977966', '1235604528.978084')
('1235604529.011348', '1235604529.09529')
('1235604529.044606', '1235604529.42347')
('1235604529.077988', '1235604529.079663')
('1235604529.111249', '1235604529.110918')
('1235604529.144628', '1235604529.142173')
('1235604529.177889', '1235604529.181242')
('1235604529.211267', '1235604529.212497')
('1235604529.244526', '1235604529.243752')
('1235604529.277907', '1235604529.275008')
('1235604529.311168', '1235604529.314077')
('1235604529.344547', '1235604529.345332')
('1235604529.377806', '1235604529.376587')
('1235604529.411188', '1235604529.407842')
('1235604529.444572', '1235604529.446911')
('1235604529.477829', '1235604529.478166')
('1235604529.511212', '1235604529.509422')
('1235604529.544469', '1235604529.540677')
('1235604529.577844', '1235604529.579746')
('1235604529.611101', '1235604529.611001')
('1235604529.644484', '1235604529.642256')
('1235604529.677741', '1235604529.681325')
('1235604529.711277', '1235604529.704767')
('1235604529.744381', '1235604529.743835')
('1235604529.778053', '1235604529.775091')
('1235604529.811026', '1235604529.806346')
('1235604529.844677', '1235604529.845415')
('1235604529.877663', '1235604529.884484')
('1235604529.911403', '1235604529.907925')
('1235604529.944306', '1235604529.946994')
('1235604529.978059', '1235604529.978249')
('1235604530.011117', '1235604530.10327')
('1235604530.044327', '1235604530.048573')
('1235604530.077709', '1235604530.78307')
('1235604530.111576', '1235604530.111084')
('1235604530.144352', '1235604530.142339')
('1235604530.178236', '1235604530.181408')
('1235604530.210991', '1235604530.212663')
('1235604530.245136', '1235604530.243918')
('1235604530.277633', '1235604530.275174')
('1235604530.311717', '1235604530.314243')
('1235604530.34427', '1235604530.32987')
('1235604530.378471', '1235604530.376753')
('1235604530.410916', '1235604530.408008')
('1235604530.444169', '1235604530.447077')
('1235604530.477554', '1235604530.478332')
('1235604530.51199', '1235604530.49396')
('1235604530.544195', '1235604530.540843')
('1235604530.577575', '1235604530.579911')
('1235604530.610836', '1235604530.611167')
('1235604530.644215', '1235604530.642422')
('1235604530.677465', '1235604530.673677')
('1235604530.710851', '1235604530.712746')
('1235604530.744111', '1235604530.744001')
('1235604530.777488', '1235604530.775256')
('1235604530.810748', '1235604530.814325')
('1235604530.844128', '1235604530.845581')
('1235604530.87739', '1235604530.087642')
('1235604530.910773', '1235604530.908091')
('1235604530.944026', '1235604530.939346')
('1235604530.977411', '1235604530.978415')
('1235604531.010797', '1235604531.11125')
('1235604531.04405', '1235604531.001857')
('1235604531.077434', '1235604531.79105')
('1235604531.110693', '1235604531.103436')
('1235604531.144074', '1235604531.142505')
('1235604531.177332', '1235604531.181574')
('1235604531.210714', '1235604531.212829')
('1235604531.243974', '1235604531.244084')
('1235604531.277354', '1235604531.275339')
('1235604531.310612', '1235604531.314408')
('1235604531.343999', '1235604531.345664')
('1235604531.37725', '1235604531.40036')
('1235604531.410636', '1235604531.408174')
('1235604531.443891', '1235604531.447243')
('1235604531.477275', '1235604531.478498')
('1235604531.510663', '1235604531.509753')
('1235604531.543914', '1235604531.541008')
('1235604531.577298', '1235604531.580077')
('1235604531.610557', '1235604531.611333')
('1235604531.643938', '1235604531.642588')
('1235604531.677195', '1235604531.673843')
('1235604531.71072', '1235604531.072181')
('1235604531.743834', '1235604531.744167')
('1235604531.777209', '1235604531.775422')
('1235604531.810467', '1235604531.806677')
('1235604531.843852', '1235604531.845747')
('1235604531.87711', '1235604531.087808')
('1235604531.910493', '1235604531.908257')
('1235604531.94375', '1235604531.95514')
('1235604531.977133', '1235604531.978581')
('1235604532.010513', '1235604532.009836')
('1235604532.043771', '1235604532.041091')
('1235604532.077155', '1235604532.75996')
('1235604532.110415', '1235604532.111415')
('1235604532.143795', '1235604532.142671')
('1235604532.177054', '1235604532.173926')
('1235604532.210437', '1235604532.212995')
('1235604532.243692', '1235604532.236436')
('1235604532.277076', '1235604532.275505')
('1235604532.310336', '1235604532.314574')
('1235604532.343716', '1235604532.345829')
('1235604532.376976', '1235604532.377084')
('1235604532.410357', '1235604532.416153')
('1235604532.443614', '1235604532.447409')
('1235604532.476997', '1235604532.478664')
('1235604532.510381', '1235604532.509919')
('1235604532.543639', '1235604532.541174')
('1235604532.577022', '1235604532.580243')
('1235604532.610276', '1235604532.611498')
('1235604532.643661', '1235604532.642754')
('1235604532.676918', '1235604532.674009')
('1235604532.710305', '1235604532.713078')
('1235604532.743559', '1235604532.744333')
('1235604532.776944', '1235604532.775588')
('1235604532.810197', '1235604532.806843')
('1235604532.843581', '1235604532.845912')
('1235604532.876828', '1235604532.877167')
('1235604532.910223', '1235604532.908423')
('1235604532.943472', '1235604532.939678')
('1235604532.976855', '1235604532.978747')
('1235604533.010112', '1235604533.010002')
('1235604533.043494', '1235604533.041257')
('1235604533.07688', '1235604533.08814')
('1235604533.110133', '1235604533.111581')
('1235604533.143517', '1235604533.142837')
('1235604533.176774', '1235604533.174092')
('1235604533.21016', '1235604533.017816')
('1235604533.243413', '1235604533.244416')
('1235604533.276799', '1235604533.275671')
('1235604533.310051', '1235604533.306926')
('1235604533.343441', '1235604533.345995')
('1235604533.376694', '1235604533.369437')
('1235604533.410079', '1235604533.408505')
('1235604533.443331', '1235604533.439761')
('1235604533.476722', '1235604533.471016')
('1235604533.509972', '1235604533.510085')
('1235604533.54343', '1235604533.54134')
('1235604533.576738', '1235604533.580409')
('1235604533.610002', '1235604533.611664')
('1235604533.643377', '1235604533.642919')
('1235604533.676643', '1235604533.674175')
('1235604533.710017', '1235604533.713243')
('1235604533.743281', '1235604533.744499')
('1235604533.776757', '1235604533.775754')
('1235604533.80992', '1235604533.080326')
('1235604533.843523', '1235604533.846078')
('1235604533.876559', '1235604533.877333')
('1235604533.910061', '1235604533.908588')
('1235604533.943202', '1235604533.939844')
('1235604533.976777', '1235604533.978913')
('1235604534.009832', '1235604534.010168')
('1235604534.043427', '1235604534.44774')
('1235604534.0766', '1235604534.002354')
('1235604534.110078', '1235604534.111747')
('1235604534.143239', '1235604534.143002')
('1235604534.176607', '1235604534.174258')
('1235604534.209882', '1235604534.213326')
('1235604534.243228', '1235604534.244582')
('1235604534.276519', '1235604534.275837')
('1235604534.309779', '1235604534.307092')
('1235604534.343159', '1235604534.346161')
('1235604534.376419', '1235604534.377416')
('1235604534.4098', '1235604534.05705')
('1235604534.443058', '1235604534.439927')
('1235604534.476439', '1235604534.478996')
('1235604534.509779', '1235604534.510251')
('1235604534.54308', '1235604534.54932')
('1235604534.576465', '1235604534.572761')
('1235604534.609719', '1235604534.604016')
('1235604534.643105', '1235604534.643085')
('1235604534.676363', '1235604534.682154')
('1235604534.709746', '1235604534.713409')
('1235604534.743003', '1235604534.744664')
('1235604534.776385', '1235604534.783734')
('1235604534.809642', '1235604534.807175')
('1235604534.843025', '1235604534.846244')
('1235604534.876283', '1235604534.877499')
('1235604534.909665', '1235604534.908754')
('1235604534.942921', '1235604534.940009')
('1235604534.976304', '1235604534.979078')
('1235604535.009562', '1235604535.010334')
('1235604535.043009', '1235604535.041589')
('1235604535.076319', '1235604535.74483')
('1235604535.10958', '1235604535.010334')
('1235604535.142962', '1235604535.143168')
('1235604535.176219', '1235604535.174423')
('1235604535.209602', '1235604535.213492')
('1235604535.242859', '1235604535.244747')
('1235604535.276241', '1235604535.276003')
('1235604535.309499', '1235604535.307258')
('1235604535.342883', '1235604535.346327')
('1235604535.37614', '1235604535.033775')
('1235604535.409525', '1235604535.408837')
('1235604535.442782', '1235604535.440092')
('1235604535.476165', '1235604535.479161')
('1235604535.509418', '1235604535.510417')
('1235604535.542806', '1235604535.541672')
('1235604535.57606', '1235604535.057216')
('1235604535.609445', '1235604535.611996')
('1235604535.642824', '1235604535.643251')
('1235604535.676082', '1235604535.674506')
('1235604535.709467', '1235604535.705761')
('1235604535.742726', '1235604535.737016')
('1235604535.776105', '1235604535.776086')
('1235604535.809364', '1235604535.807341')
('1235604535.842746', '1235604535.838596')
('1235604535.876006', '1235604535.877665')
('1235604535.909387', '1235604535.916734')
('1235604535.942644', '1235604535.940175')
('1235604535.976024', '1235604535.979244')
('1235604536.009287', '1235604536.9169')
('1235604536.042669', '1235604536.041754')
('1235604536.075927', '1235604536.75281')
('1235604536.109306', '1235604536.112079')
('1235604536.142699', '1235604536.143334')
('1235604536.175944', '1235604536.174589')
('1235604536.209398', '1235604536.205844')
('1235604536.242581', '1235604536.244913')
('1235604536.275964', '1235604536.276168')
('1235604536.309218', '1235604536.307424')
('1235604536.342602', '1235604536.346493')
('1235604536.375865', '1235604536.377748')
('1235604536.409243', '1235604536.409003')
('1235604536.442498', '1235604536.440258')
('1235604536.475886', '1235604536.479327')
('1235604536.509144', '1235604536.510582')
('1235604536.542526', '1235604536.541837')
('1235604536.575784', '1235604536.573093')
('1235604536.609164', '1235604536.612162')
('1235604536.642543', '1235604536.643417')
('1235604536.675804', '1235604536.674672')
('1235604536.70919', '1235604536.75281')
('1235604536.742444', '1235604536.744996')
('1235604536.775829', '1235604536.776251')
('1235604536.809084', '1235604536.807507')
('1235604536.84247', '1235604536.81532')
('1235604536.875726', '1235604536.877831')
('1235604536.909108', '1235604536.909086')
('1235604536.942368', '1235604536.940341')
('1235604536.975749', '1235604536.971596')
('1235604537.009005', '1235604537.8233')
('1235604537.042385', '1235604537.43261')
('1235604537.075649', '1235604537.76079')
('1235604537.109029', '1235604537.112245')
('1235604537.142413', '1235604537.135686')
('1235604537.175671', '1235604537.174755')
('1235604537.209053', '1235604537.213824')
('1235604537.24231', '1235604537.026293')
('1235604537.275684', '1235604537.276334')
('1235604537.308944', '1235604537.315403')
('1235604537.342327', '1235604537.338845')
('1235604537.375584', '1235604537.377913')
('1235604537.408965', '1235604537.409169')
('1235604537.442223', '1235604537.440424')
('1235604537.475606', '1235604537.479493')
('1235604537.508865', '1235604537.510748')
('1235604537.542246', '1235604537.542003')
('1235604537.575503', '1235604537.573258')
('1235604537.608887', '1235604537.612327')
('1235604537.642269', '1235604537.643583')
('1235604537.675526', '1235604537.674838')
('1235604537.70891', '1235604537.72172')
('1235604537.742167', '1235604537.745162')
('1235604537.775547', '1235604537.776417')
('1235604537.808807', '1235604537.807672')
('1235604537.842187', '1235604537.838928')
('1235604537.875447', '1235604537.877996')
('1235604537.908827', '1235604537.909252')
('1235604537.94209', '1235604537.096617')
('1235604537.975471', '1235604537.971762')
('1235604538.008729', '1235604538.9563')
('1235604538.042113', '1235604538.042086')
('1235604538.075372', '1235604538.073341')
('1235604538.108751', '1235604538.104597')
('1235604538.142134', '1235604538.143666')
('1235604538.175389', '1235604538.174921')
('1235604538.208777', '1235604538.206176')
('1235604538.242033', '1235604538.245245')
('1235604538.275417', '1235604538.268686')
('1235604538.308672', '1235604538.307755')
('1235604538.342056', '1235604538.346824')
('1235604538.375306', '1235604538.378079')
('1235604538.408692', '1235604538.409335')
('1235604538.441951', '1235604538.448404')
('1235604538.47533', '1235604538.44059')
('1235604538.508617', '1235604538.510914')
('1235604538.541982', '1235604538.542169')
('1235604538.575228', '1235604538.573424')
('1235604538.608615', '1235604538.612493')
('1235604538.64187', '1235604538.065528')
('1235604538.675251', '1235604538.675004')
('1235604538.708635', '1235604538.706259')
('1235604538.741893', '1235604538.745328')
('1235604538.775269', '1235604538.776583')
('1235604538.808533', '1235604538.807838')
('1235604538.841912', '1235604538.839093')
('1235604538.875169', '1235604538.878162')
('1235604538.908552', '1235604538.909417')
('1235604538.941811', '1235604538.940673')
('1235604538.975193', '1235604538.971928')
('1235604539.008449', '1235604539.8627')
('1235604539.041833', '1235604539.042252')
('1235604539.07509', '1235604539.8627')
('1235604539.108475', '1235604539.104762')
('1235604539.141731', '1235604539.143831')
('1235604539.175115', '1235604539.175086')
('1235604539.208498', '1235604539.206342')
('1235604539.241753', '1235604539.245411')
('1235604539.275136', '1235604539.276666')
('1235604539.308395', '1235604539.307921')
('1235604539.341777', '1235604539.339176')
('1235604539.375034', '1235604539.378245')
('1235604539.408418', '1235604539.401687')
('1235604539.441674', '1235604539.440756')
('1235604539.475049', '1235604539.472011')
('1235604539.508307', '1235604539.503266')
('1235604539.541692', '1235604539.542335')
('1235604539.574948', '1235604539.581404')
('1235604539.60833', '1235604539.57359')
('1235604539.641589', '1235604539.643914')
('1235604539.674971', '1235604539.675169')
('1235604539.708352', '1235604539.706425')
('1235604539.741611', '1235604539.745494')
('1235604539.774995', '1235604539.776749')
('1235604539.80825', '1235604539.081321')
('1235604539.841633', '1235604539.839259')
('1235604539.874892', '1235604539.878328')
('1235604539.908275', '1235604539.909583')
('1235604539.94153', '1235604539.96428')
('1235604539.974913', '1235604539.972094')
('1235604540.008172', '1235604540.011163')
('1235604540.041554', '1235604540.41748')
('1235604540.074812', '1235604540.073673')
('1235604540.108192', '1235604540.104928')
('1235604540.141453', '1235604540.143997')
('1235604540.174832', '1235604540.175252')
('1235604540.208218', '1235604540.206507')
('1235604540.241472', '1235604540.237763')
('1235604540.274889', '1235604540.276832')
('1235604540.308116', '1235604540.308087')
('1235604540.341498', '1235604540.339342')
('1235604540.374764', '1235604540.378411')
('1235604540.408145', '1235604540.409666')
('1235604540.4414', '1235604540.003349')
('1235604540.474781', '1235604540.472177')
('1235604540.508041', '1235604540.511245')
('1235604540.541425', '1235604540.542501')
('1235604540.574674', '1235604540.573756')
('1235604540.608053', '1235604540.605011')
('1235604540.641314', '1235604540.636266')
('1235604540.674698', '1235604540.675335')
('1235604540.70808', '1235604540.70659')
('1235604540.741336', '1235604540.737846')
('1235604540.77472', '1235604540.80817')
('1235604540.807974', '1235604540.800356')
('1235604540.841359', '1235604540.839425')
('1235604540.874617', '1235604540.878494')
('1235604540.907998', '1235604540.909749')
('1235604540.941253', '1235604540.941004')
('1235604540.974641', '1235604540.980073')
('1235604541.007897', '1235604541.09728')
('1235604541.041281', '1235604541.42546')
('1235604541.074535', '1235604541.073839')
('1235604541.107922', '1235604541.105094')
('1235604541.141177', '1235604541.144163')
('1235604541.174562', '1235604541.175418')
('1235604541.207939', '1235604541.206673')
('1235604541.241196', '1235604541.237928')
('1235604541.27458', '1235604541.026956')
('1235604541.307834', '1235604541.308253')
('1235604541.341218', '1235604541.339508')
('1235604541.374474', '1235604541.370763')
('1235604541.407859', '1235604541.409832')
('1235604541.441117', '1235604541.441087')
('1235604541.4745', '1235604541.003515')
('1235604541.507755', '1235604541.511411')
('1235604541.54114', '1235604541.55048')
('1235604541.574395', '1235604541.573922')
('1235604541.60778', '1235604541.058211')
('1235604541.641036', '1235604541.644246')
('1235604541.674412', '1235604541.675501')
('1235604541.707669', '1235604541.706756')
('1235604541.741052', '1235604541.738011')
('1235604541.774433', '1235604541.769267')
('1235604541.807693', '1235604541.808336')
('1235604541.841074', '1235604541.839591')
('1235604541.874334', '1235604541.870846')
('1235604541.907714', '1235604541.909915')
('1235604541.940973', '1235604541.933356')
('1235604541.974354', '1235604541.972425')
('1235604542.007614', '1235604542.10526')
('1235604542.040995', '1235604542.39437')
('1235604542.074255', '1235604542.074005')
('1235604542.107633', '1235604542.113074')
('1235604542.140898', '1235604542.144329')
('1235604542.174286', '1235604542.175584')
('1235604542.207538', '1235604542.206839')
('1235604542.240923', '1235604542.238094')
('1235604542.2743', '1235604542.00368')
('1235604542.307555', '1235604542.308419')
('1235604542.340943', '1235604542.339674')
('1235604542.374201', '1235604542.370929')
('1235604542.407583', '1235604542.409998')
('1235604542.440837', '1235604542.441253')
('1235604542.474225', '1235604542.472508')
('1235604542.507479', '1235604542.503763')
('1235604542.540862', '1235604542.542832')
('1235604542.574122', '1235604542.574088')
('1235604542.607502', '1235604542.605343')
('1235604542.64076', '1235604542.62097')
('1235604542.674142', '1235604542.675667')
('1235604542.707403', '1235604542.706922')
('1235604542.740784', '1235604542.738177')
('1235604542.774159', '1235604542.777246')
('1235604542.807416', '1235604542.808501')
('1235604542.840798', '1235604542.839756')
('1235604542.874059', '1235604542.871012')
('1235604542.90744', '1235604542.089632')
('1235604542.940701', '1235604542.941336')
('1235604542.974084', '1235604542.972591')
('1235604543.007337', '1235604543.07417')
('1235604543.040724', '1235604543.40235')
('1235604543.073982', '1235604543.69146')
('1235604543.107361', '1235604543.105426')
('1235604543.140617', '1235604543.144495')
('1235604543.174006', '1235604543.167936')
('1235604543.207262', '1235604543.207005')
('1235604543.240642', '1235604543.246074')
('1235604543.274049', '1235604543.277329')
('1235604543.307286', '1235604543.308584')
('1235604543.340666', '1235604543.339839')
('1235604543.373924', '1235604543.371095')
('1235604543.407306', '1235604543.410164')
('1235604543.440565', '1235604543.441419')
('1235604543.47395', '1235604543.46486')
('1235604543.507208', '1235604543.503929')
('1235604543.54059', '1235604543.52737')
('1235604543.573842', '1235604543.574253')
('1235604543.607228', '1235604543.605509')
('1235604543.640487', '1235604543.636764')
('1235604543.673868', '1235604543.675833')
('1235604543.707124', '1235604543.707088')
('1235604543.740507', '1235604543.738343')
('1235604543.77389', '1235604543.79304')
('1235604543.807146', '1235604543.808667')
('1235604543.840529', '1235604543.839922')
('1235604543.873778', '1235604543.871177')
('1235604543.907161', '1235604543.910247')
('1235604543.940417', '1235604543.941502')
('1235604543.973802', '1235604543.972757')
('1235604544.007058', '1235604544.08215')
('1235604544.040443', '1235604544.043081')
('1235604544.0737', '1235604544.01964')
('1235604544.107083', '1235604544.105591')
('1235604544.14034', '1235604544.14466')
('1235604544.173723', '1235604544.175915')
('1235604544.206978', '1235604544.207171')
('1235604544.240362', '1235604544.238426')
('1235604544.273746', '1235604544.277495')
('1235604544.307', '1235604544.01964')
('1235604544.340384', '1235604544.340005')
('1235604544.37364', '1235604544.37126')
('1235604544.407024', '1235604544.410329')
('1235604544.44028', '1235604544.043081')
('1235604544.473665', '1235604544.480654')
('1235604544.506919', '1235604544.504095')
('1235604544.540305', '1235604544.543164')
('1235604544.57356', '1235604544.058709')
('1235604544.606944', '1235604544.605674')
('1235604544.640201', '1235604544.644743')
('1235604544.673586', '1235604544.675998')
('1235604544.706842', '1235604544.707254')
('1235604544.740225', '1235604544.738509')
('1235604544.773481', '1235604544.769764')
('1235604544.806867', '1235604544.808833')
('1235604544.840247', '1235604544.840088')
('1235604544.873506', '1235604544.871343')
('1235604544.906887', '1235604544.910412')
('1235604544.940147', '1235604544.941668')
('1235604544.973525', '1235604544.972923')
('1235604545.006822', '1235604545.09013')
('1235604545.040161', '1235604545.37924')
('1235604545.073423', '1235604545.074502')
('1235604545.106806', '1235604545.105757')
('1235604545.14006', '1235604545.15264')
('1235604545.173441', '1235604545.176081')
('1235604545.2067', '1235604545.004178')
('1235604545.240089', '1235604545.238592')
('1235604545.273341', '1235604545.269847')
('1235604545.306722', '1235604545.308916')
('1235604545.340113', '1235604545.340171')
('1235604545.373366', '1235604545.371426')
('1235604545.406751', '1235604545.410495')
('1235604545.440007', '1235604545.441751')
('1235604545.47339', '1235604545.051061')
('1235604545.506652', '1235604545.504261')
('1235604545.540032', '1235604545.535516')
('1235604545.573288', '1235604545.574585')
('1235604545.606668', '1235604545.613654')
('1235604545.639925', '1235604545.637095')
('1235604545.673313', '1235604545.676164')
('1235604545.70657', '1235604545.66835')
('1235604545.739954', '1235604545.738675')
('1235604545.773207', '1235604545.777744')
('1235604545.80659', '1235604545.082316')
('1235604545.839976', '1235604545.840254')
('1235604545.873231', '1235604545.871509')
('1235604545.906613', '1235604545.902764')
('1235604545.939875', '1235604545.941833')
('1235604545.973257', '1235604545.973089')
('1235604546.006513', '1235604546.05904')
('1235604546.039894', '1235604546.38722')
('1235604546.073142', '1235604546.73884')
('1235604546.10653', '1235604546.012157')
('1235604546.139787', '1235604546.137178')
('1235604546.173169', '1235604546.176247')
('1235604546.206425', '1235604546.207502')
('1235604546.239804', '1235604546.238758')
('1235604546.273064', '1235604546.270013')
('1235604546.306443', '1235604546.309082')
('1235604546.339827', '1235604546.340337')
('1235604546.373082', '1235604546.371592')
('1235604546.406468', '1235604546.402847')
('1235604546.439723', '1235604546.441916')
('1235604546.473111', '1235604546.473171')
('1235604546.506363', '1235604546.504426')
('1235604546.539748', '1235604546.543496')
('1235604546.573004', '1235604546.574751')
('1235604546.606388', '1235604546.606006')
('1235604546.639645', '1235604546.637261')
('1235604546.673029', '1235604546.668516')
('1235604546.706286', '1235604546.707585')
('1235604546.73967', '1235604546.73884')
('1235604546.772925', '1235604546.770096')
('1235604546.80631', '1235604546.082482')
('1235604546.83969', '1235604546.84042')
('1235604546.87295', '1235604546.90293')
('1235604546.906331', '1235604546.910744')
('1235604546.93959', '1235604546.090296')
('1235604546.972973', '1235604546.973254')
('1235604547.00623', '1235604547.004509')
('1235604547.039611', '1235604547.035765')
('1235604547.072871', '1235604547.74682')
('1235604547.106257', '1235604547.106089')
('1235604547.139516', '1235604547.137344')
('1235604547.172889', '1235604547.176413')
('1235604547.20615', '1235604547.020137')
('1235604547.239528', '1235604547.238923')
('1235604547.272783', '1235604547.270179')
('1235604547.306168', '1235604547.309247')
('1235604547.339424', '1235604547.340503')
('1235604547.372806', '1235604547.371758')
('1235604547.406193', '1235604547.403013')
('1235604547.439449', '1235604547.442082')
('1235604547.472831', '1235604547.473337')
('1235604547.506085', '1235604547.504592')
('1235604547.539474', '1235604547.535848')
('1235604547.57273', '1235604547.58273')
('1235604547.606112', '1235604547.606172')
('1235604547.639372', '1235604547.637427')
('1235604547.672754', '1235604547.676496')
('1235604547.706012', '1235604547.707751')
('1235604547.739393', '1235604547.739006')
('1235604547.772651', '1235604547.770262')
('1235604547.806033', '1235604547.801517')
('1235604547.83929', '1235604547.082648')
('1235604547.872676', '1235604547.871841')
('1235604547.906059', '1235604547.903096')
('1235604547.939316', '1235604547.942165')
('1235604547.972697', '1235604547.965606')
('1235604548.005958', '1235604548.5282')
('1235604548.039338', '1235604548.36411')
('1235604548.072597', '1235604548.067186')
('1235604548.105975', '1235604548.106255')
('1235604548.139234', '1235604548.145324')
('1235604548.172618', '1235604548.168765')
('1235604548.205878', '1235604548.207834')
('1235604548.239263', '1235604548.239089')
('1235604548.272507', '1235604548.270344')
('1235604548.305897', '1235604548.309413')
('1235604548.339158', '1235604548.340668')
('1235604548.372531', '1235604548.371924')
('1235604548.405918', '1235604548.403179')
('1235604548.439175', '1235604548.442248')
('1235604548.472579', '1235604548.473503')
('1235604548.505814', '1235604548.504758')
('1235604548.539195', '1235604548.536013')
('1235604548.572454', '1235604548.575082')
('1235604548.605837', '1235604548.606338')
('1235604548.639094', '1235604548.637593')
('1235604548.672476', '1235604548.668848')
('1235604548.705731', '1235604548.707917')
('1235604548.739116', '1235604548.739172')
('1235604548.772375', '1235604548.770427')
('1235604548.805755', '1235604548.809496')
('1235604548.839013', '1235604548.840751')
('1235604548.872395', '1235604548.872007')
('1235604548.905779', '1235604548.903262')
('1235604548.939035', '1235604548.942331')
('1235604548.972417', '1235604548.973586')
('1235604549.005678', '1235604549.004841')
('1235604549.039061', '1235604549.37209')
('1235604549.072317', '1235604549.72371')
('1235604549.105699', '1235604549.106421')
('1235604549.138956', '1235604549.137676')
('1235604549.172336', '1235604549.168931')
('1235604549.205598', '1235604549.200186')
('1235604549.238982', '1235604549.239255')
('1235604549.272239', '1235604549.278324')
('1235604549.305622', '1235604549.301765')
('1235604549.338877', '1235604549.340834')
('1235604549.372253', '1235604549.379903')
('1235604549.405636', '1235604549.403345')
('1235604549.438893', '1235604549.442414')
('1235604549.472276', '1235604549.473669')
('1235604549.505534', '1235604549.504924')
('1235604549.538919', '1235604549.536179')
('1235604549.572174', '1235604549.575248')
('1235604549.605557', '1235604549.606503')
('1235604549.638811', '1235604549.637758')
('1235604549.672196', '1235604549.669014')
('1235604549.705455', '1235604549.708083')
('1235604549.738838', '1235604549.739338')
('1235604549.772095', '1235604549.770593')
('1235604549.805477', '1235604549.801848')
('1235604549.838734', '1235604549.840917')
('1235604549.872117', '1235604549.872172')
('1235604549.905502', '1235604549.903428')
('1235604549.938759', '1235604549.942497')
('1235604549.972141', '1235604549.973752')
('1235604550.005399', '1235604550.05189')
('1235604550.038783', '1235604550.036262')
('1235604550.072038', '1235604550.73169')
('1235604550.105419', '1235604550.106586')
('1235604550.138678', '1235604550.137841')
('1235604550.172064', '1235604550.169097')
('1235604550.20532', '1235604550.020634')
('1235604550.238704', '1235604550.239421')
('1235604550.271959', '1235604550.270676')
('1235604550.305341', '1235604550.301931')
('1235604550.338599', '1235604550.333186')
('1235604550.371985', '1235604550.372255')
('1235604550.405244', '1235604550.403511')
('1235604550.438625', '1235604550.434766')
